Facility,Period,Voltage (% in +/- 10% of 230V)_x,Frequency (% in +/- 5% of 50Hz)_x,SAIDI,SAIFI,Quality Score,Reliability Score,PQR Score,Voltage (% in +/- 10% of 230V)_y,Voltage (% > 10% of 230V),Voltage (% < 10% of 230V),Voltage (% > 20% of 230V),Voltage (% < 20% of 230V),Frequency (% in +/- 5% of 50Hz)_y,Frequency (% > 5% of 50Hz),Frequency (% < 5% of 50Hz),Frequency (% > 15% of 50Hz),Frequency (% < 15% of 50Hz),Average outage duration,# of outages in the month that were >2 hours,# of days in the month with an outage of at least 2 hours,# of outages in the month that were >8 hours,# of days in the month with an outage of at least 8 hours,Average # of outages per day,# of days in the month with at least one outage,# of days in the month with >=3 outages
CS Murara,2023-09-01,0.8482,0.9412,1.3934,0.8135,0.8947,0.946,0.9203,84.82,0.0,15.18,0.0,5.9,94.12,0.02,0.02,0.0,0.0,,,,,,,,
CS Murara,2023-10-01,0.8168,0.9629,0.2901,0.3601,0.8898,0.9965,0.9431,81.68,0.0,18.32,0.0,3.76,96.29,0.0,0.0,0.0,0.0,,,,,,,,
CS Murara,2023-11-01,0.598,0.851,1.2442,1.5778,0.7245,0.895,0.8098,59.8,0.0,40.2,0.0,15.28,85.1,0.01,0.04,0.01,0.0,,,,,,,,
CS Murara,2023-12-01,0.6778,0.8596,1.8975,0.6652,0.7687,0.8858,0.8273,67.78,0.08,32.14,0.0,14.04,85.96,0.01,0.02,0.0,0.0,,,,,,,,
CS Murara,2024-01-01,0.7432,0.8704,1.6717,0.7059,0.8068,0.9526,0.8797,74.32,0.15,25.53,0.0,13.08,87.04,0.01,0.03,0.0,0.0,,,,,,,,
CS Murara,2024-02-01,0.666,0.9761,0.2624,0.5882,0.821,0.9981,0.9096,66.6,0.0,33.4,0.0,4.63,97.61,0.01,0.01,0.01,0.0,,,,,,,,
CS Murara,2024-03-01,0.891,0.9475,0.9984,0.9352,0.9192,0.9515,0.9354,89.1,0.0,10.9,0.0,5.21,94.75,0.05,0.0,0.04,0.0,,,,,,,,
CS Murara,2024-04-01,0.8884,0.947,1.0693,0.7604,0.9177,0.9471,0.9324,88.84,0.0,11.16,0.0,5.29,94.7,0.02,0.0,0.02,0.0,,,,,,,,
CS Murara,2024-05-01,0.8106,0.9559,0.2215,0.9634,0.8832,0.9908,0.937,81.06,0.0,18.94,0.0,4.43,95.59,0.01,0.0,0.01,0.0,,,,,,,,
CS Murara,2024-06-01,0.7965,0.8806,0.4552,1.5741,0.8386,0.9548,0.8967,79.65,0.0,20.35,0.0,11.85,88.06,0.08,0.0,0.08,0.0,,,,,,,,
CS Murara,2024-07-01,0.8658,0.9692,0.6493,0.6407,0.9175,0.9954,0.9564,86.58,0.0,13.42,0.0,3.04,96.92,0.04,0.0,0.04,0.0,,,,,,,,
CS Murara,2024-08-01,0.7668,0.8594,1.1057,0.34,0.8131,0.9766,0.8949,76.68,0.0,23.32,0.0,14.08,85.94,0.02,0.0,0.01,0.0,,,,,,,,
CS Murara,2024-09-01,0.8034,0.9158,1.3984,1.1673,0.8596,0.9148,0.8872,80.34,0.41,19.25,0.0,8.44,91.58,0.0,0.02,0.0,0.0,,,,,,,,
CS Murara,2024-10-01,0.7281,0.8132,1.113,0.8671,0.7707,0.9711,0.8709,72.81,0.0,27.19,0.0,18.75,81.32,0.02,0.0,0.02,0.0,,,,,,,,
CS Ngangi III,2022-06-01,0.8168,0.8776,2.039,0.3751,0.8472,0.941,0.8941,80.54,0.03,19.43,0.02,13.83,86.22,0.0,0.0,0.0,0.0,1.81,6.0,3.0,1.0,1.0,1.33,14.0,6.0
CS Ngangi III,2022-07-01,0.7172,0.9576,0.7066,0.3009,0.8374,0.9929,0.9152,71.86,0.0,28.14,0.0,4.45,95.59,0.05,0.01,0.03,0.0,0.89,5.0,5.0,0.0,0.0,0.97,16.0,2.0
CS Ngangi III,2022-08-01,0.263,0.5995,9.0635,0.4696,0.4312,0.8774,0.6543,25.9,0.0,74.1,0.0,42.89,57.07,0.03,0.0,0.01,0.0,0.63,8.0,7.0,1.0,1.0,9.29,25.0,23.0
CS Ngangi III,2022-09-01,0.2528,0.3392,15.3385,0.9521,0.296,0.7177,0.5068,25.19,0.0,74.81,0.0,65.25,34.73,0.02,0.0,0.01,0.0,0.9,22.0,14.0,8.0,7.0,14.03,30.0,28.0
CS Ngangi III,2022-10-01,0.2626,0.268,16.7796,0.2273,0.2653,0.8454,0.5553,25.95,0.0,74.05,0.0,73.54,26.47,0.0,0.0,0.0,0.0,1.29,30.0,21.0,12.0,11.0,11.87,30.0,28.0
CS Ngangi III,2022-11-01,0.2435,0.35,9.2263,0.7778,0.2967,0.8521,0.5744,25.21,0.0,74.79,0.0,64.69,35.41,0.3,0.0,0.29,0.0,1.26,29.0,20.0,8.0,8.0,10.43,30.0,27.0
CS Ngangi III,2022-12-01,0.1321,0.3138,14.7309,0.4706,0.223,0.7507,0.4869,13.12,0.0,86.88,0.0,68.57,31.43,0.0,0.0,0.0,0.0,1.17,44.0,22.0,4.0,4.0,11.58,31.0,30.0
CS Ngangi III,2023-01-01,0.2248,0.4339,9.4614,0.5,0.3294,0.8155,0.5724,23.09,0.0,76.91,0.0,57.55,42.45,0.0,0.0,0.0,0.0,1.76,42.0,25.0,13.0,12.0,7.74,31.0,28.0
CS Ngangi III,2023-02-01,0.3498,0.6121,7.1562,0.5017,0.481,0.9364,0.7087,36.13,0.0,63.87,0.0,42.02,58.54,0.43,0.0,0.43,0.0,2.18,25.0,18.0,13.0,13.0,6.96,28.0,20.0
CS Ngangi III,2023-03-01,0.4111,0.5259,9.3404,0.7405,0.4685,0.8456,0.6571,44.44,0.0,55.56,0.0,49.12,51.0,0.33,0.01,0.31,0.0,0.75,16.0,11.0,4.0,4.0,13.13,30.0,27.0
CS Ngangi III,2023-04-01,0.3419,0.4192,12.9537,0.6008,0.3806,0.801,0.5908,36.22,0.0,63.78,0.0,59.35,40.64,0.01,0.01,0.0,0.0,0.88,24.0,20.0,7.0,7.0,14.3,29.0,27.0
CS Ngangi III,2023-05-01,0.3398,0.3861,4.3169,0.5269,0.363,0.8641,0.6135,33.86,0.0,66.14,0.0,61.84,38.14,0.01,0.0,0.0,0.0,2.07,48.0,29.0,12.0,11.0,6.77,31.0,25.0
CS Ngangi III,2023-06-01,0.3589,0.4478,14.284,0.5769,0.4034,0.7055,0.5544,36.92,0.0,63.08,0.0,56.24,44.19,0.01,0.0,0.0,0.0,1.01,25.0,17.0,7.0,7.0,11.63,29.0,27.0
CS Ngangi III,2023-07-01,0.2301,0.5064,14.1187,0.3573,0.3682,0.7917,0.5799,23.61,0.0,76.39,0.0,51.66,48.35,0.02,0.0,0.0,0.0,1.08,16.0,16.0,8.0,8.0,12.89,29.0,25.0
CS Ngangi III,2023-08-01,0.215,0.5097,12.5811,0.5652,0.3624,0.8977,0.63,21.65,0.0,78.35,0.0,48.88,51.14,0.02,0.0,0.0,0.0,1.19,24.0,18.0,7.0,7.0,9.97,29.0,25.0
CS Ngangi III,2023-09-01,0.3374,0.6742,7.616,0.8262,0.5058,0.7582,0.632,34.62,0.0,65.38,0.0,32.74,67.6,0.02,0.03,0.01,0.0,0.91,13.0,12.0,1.0,1.0,6.97,23.0,20.0
CS Ngangi III,2023-10-01,0.4693,0.8333,3.854,0.4453,0.6513,0.8934,0.7723,47.1,0.0,52.9,0.0,19.64,82.02,0.01,0.0,0.01,0.0,0.93,7.0,5.0,1.0,1.0,3.71,20.0,13.0
CS Ngangi III,2023-11-01,0.5237,0.8946,0.9129,1.0782,0.7091,0.9835,0.8463,53.0,0.0,47.0,0.0,11.84,89.76,0.04,0.02,0.03,0.0,2.94,11.0,10.0,6.0,6.0,2.07,17.0,7.0
CS Ngangi III,2023-12-01,0.5119,0.8465,5.3318,1.1025,0.6792,0.8775,0.7784,51.5,0.0,48.5,0.0,15.55,84.74,0.02,0.02,0.0,0.0,1.63,11.0,8.0,4.0,4.0,3.53,23.0,14.0
CS Ngangi III,2024-01-01,0.5084,0.848,1.0401,0.7812,0.6782,0.9071,0.7927,51.76,0.0,48.24,0.0,15.42,84.58,0.05,0.04,0.01,0.0,1.09,8.0,6.0,0.0,0.0,2.62,16.0,8.0
CS Ngangi III,2024-02-01,0.4706,0.9049,1.6811,1.1269,0.6878,0.9471,0.8174,47.15,0.0,52.85,0.0,14.56,90.6,0.03,0.02,0.03,0.0,0.69,3.0,2.0,1.0,1.0,1.88,12.0,4.0
CS Ngangi III,2024-03-01,0.4995,0.9319,10.1503,0.6369,0.7157,0.8165,0.7661,50.99,0.0,49.01,0.0,6.53,93.63,0.03,0.0,0.01,0.0,4.86,8.0,8.0,7.0,7.0,1.71,11.0,4.0
CS Ngangi III,2024-04-01,0.4628,0.8376,3.9117,1.0839,0.6502,0.8826,0.7664,47.48,0.0,52.52,0.0,16.53,83.73,0.05,0.0,0.05,0.0,0.87,5.0,5.0,1.0,1.0,3.4,13.0,9.0
CS Ngangi III,2024-05-01,0.183,0.2913,7.8726,0.7853,0.2372,0.7195,0.4783,19.65,0.0,80.35,0.0,69.82,30.18,0.01,0.0,0.01,0.0,3.39,25.0,20.0,18.0,17.0,5.96,28.0,17.0
CS Ngangi III,2024-06-01,0.3333,0.469,10.8173,0.8077,0.4012,0.691,0.5461,33.45,0.0,66.55,0.0,54.09,45.89,0.02,0.0,0.0,0.0,1.41,25.0,19.0,10.0,9.0,9.68,28.0,23.0
CS Ngangi III,2024-07-01,0.6002,0.9029,0.0405,0.4485,0.7515,0.9994,0.8754,60.0,0.0,40.0,0.0,10.01,90.18,0.04,0.01,0.01,0.0,2.65,9.0,7.0,4.0,4.0,1.53,18.0,7.0
CS Ngangi III,2024-08-01,0.2879,0.3116,0.0,0.6667,0.2997,1.0,0.6498,28.7,0.0,71.3,0.0,68.82,31.18,0.0,0.0,0.0,0.0,9.48,6.0,5.0,4.0,4.0,3.33,5.0,1.0
CS Nzulo,2022-09-01,0.7229,0.7229,3.2813,1.216,0.7229,0.8783,0.8006,72.6,0.0,27.4,0.0,27.39,72.6,0.0,0.0,0.0,0.0,3.39,19.0,16.0,1.0,1.0,1.94,16.0,4.0
CS Nzulo,2022-10-01,0.7192,0.7204,7.0776,0.685,0.7198,0.7705,0.7451,73.51,0.0,26.49,0.0,26.49,73.51,0.0,0.0,0.0,0.0,6.19,32.0,29.0,6.0,6.0,1.16,29.0,0.0
CS Nzulo,2022-11-01,0.6798,0.6818,1.2553,0.9512,0.6808,1.0,0.8404,67.69,0.0,32.31,0.0,32.31,67.67,0.01,0.02,0.01,0.0,5.71,33.0,25.0,7.0,6.0,1.3,26.0,2.0
CS Nzulo,2022-12-01,0.3166,0.3166,0.0,0.5,0.3166,1.0,0.6583,31.66,0.0,68.34,0.0,68.31,31.66,0.0,0.0,0.0,0.0,19.0,36.0,31.0,31.0,28.0,4.75,31.0,2.0
CS Nzulo,2023-01-01,0.7425,0.7475,2.7763,0.5872,0.745,0.944,0.8445,75.51,0.0,24.49,0.0,24.44,75.59,0.01,0.0,0.01,0.0,6.24,31.0,31.0,8.0,8.0,1.85,31.0,2.0
CS Nzulo,2023-02-01,0.7186,0.7233,5.4907,0.5505,0.721,0.8573,0.7891,72.52,0.0,27.48,0.0,27.4,72.62,0.01,0.0,0.01,0.0,6.84,30.0,28.0,7.0,7.0,1.18,28.0,0.0
CS Nzulo,2023-03-01,0.6339,0.6465,2.9495,0.5461,0.6402,0.9515,0.7959,64.59,0.0,35.41,0.0,35.17,65.01,0.03,0.0,0.03,0.0,5.61,38.0,31.0,21.0,21.0,1.65,31.0,5.0
CS Nzulo,2023-04-01,0.5568,0.5648,3.9736,0.8149,0.5608,0.8088,0.6848,56.06,0.0,43.94,0.0,43.93,56.08,0.01,0.0,0.01,0.0,4.72,40.0,30.0,22.0,22.0,2.03,30.0,8.0
CS Nzulo,2023-05-01,0.5188,0.54,7.7139,0.8,0.5294,0.7648,0.6471,53.0,0.0,47.0,0.0,46.99,53.01,0.01,0.0,0.01,0.0,4.11,40.0,31.0,19.0,19.0,2.45,31.0,10.0
CS Nzulo,2023-06-01,0.4549,0.4674,2.2176,0.4583,0.4612,0.9106,0.6859,46.51,0.0,53.49,0.0,53.48,46.51,0.0,0.0,0.0,0.0,5.13,36.0,25.0,16.0,16.0,2.33,26.0,10.0
CS Nzulo,2023-07-01,0.556,0.5568,0.0,0.8093,0.5564,1.0,0.7782,55.63,0.0,44.37,0.0,44.36,55.66,0.0,0.0,0.0,0.0,2.61,50.0,26.0,9.0,9.0,4.16,30.0,22.0
CS Nzulo,2023-08-01,0.762,0.7621,0.0,0.5833,0.762,1.0,0.881,76.2,0.0,23.8,0.0,23.8,76.21,0.0,0.0,0.0,0.0,5.21,7.0,4.0,3.0,2.0,0.88,6.0,2.0
CSR Kipese,2022-06-01,0.5443,0.0061,0.0,0.0,0.2752,1.0,0.6376,54.43,12.32,33.25,0.0,16.72,0.61,0.35,95.1,0.22,34.94,,,,,,,,
CSR Kipese,2022-07-01,0.397,0.1322,0.1056,0.75,0.2646,0.9974,0.631,39.39,22.51,38.11,2.27,20.74,13.7,2.02,71.75,1.83,30.2,,,,,,,,
CSR Kipese,2022-08-01,0.3626,0.0371,1.4345,0.981,0.1998,0.9429,0.5714,37.47,5.2,57.33,0.0,34.29,3.59,2.8,66.34,2.67,41.37,,,,,,,,
CSR Kipese,2022-09-01,0.5222,0.0529,1.4175,0.8421,0.2875,0.9209,0.6042,51.9,24.14,23.96,5.68,13.83,5.09,5.39,57.14,5.36,14.04,,,,,,,,
CSR Kipese,2022-10-01,0.5589,0.0239,0.6062,0.741,0.2914,0.9643,0.6279,55.16,32.32,12.52,8.45,4.82,2.41,4.74,55.04,4.66,9.83,,,,,,,,
CSR Kipese,2022-11-01,0.4876,0.0256,0.7195,0.4444,0.2566,0.9995,0.6281,48.85,38.02,13.13,15.5,7.01,2.54,4.63,46.58,4.58,7.8,,,,,,,,
CSR Kipese,2022-12-01,0.4751,0.1947,0.9797,1.2624,0.3349,0.9464,0.6407,47.35,18.99,33.66,5.5,16.12,18.63,5.55,49.43,5.2,15.0,23.76,7.0,7.0,7.0,7.0,0.23,7.0,0.0
CSR Kipese,2023-01-01,0.5312,0.054,0.7726,0.8803,0.2926,0.9563,0.6244,52.71,4.08,43.21,0.0,15.45,5.63,4.87,72.6,4.74,22.64,,,,,,,,
CSR Kipese,2023-02-01,0.2772,0.0119,1.7472,0.9091,0.1446,0.8879,0.5162,28.78,1.07,70.15,0.0,26.45,0.83,4.99,45.19,4.82,14.33,24.0,26.0,26.0,26.0,26.0,1.0,26.0,0.0
CSR Kipese,2023-03-01,0.608,0.4254,3.428,1.1912,0.5167,0.8293,0.673,61.47,11.92,26.61,0.21,16.48,43.24,14.06,24.96,1.87,3.82,23.98,25.0,25.0,25.0,25.0,0.81,25.0,0.0
CSR Kipese,2023-04-01,0.697,0.4957,0.9413,0.2986,0.5963,0.993,0.7947,70.74,10.93,18.33,0.48,9.79,50.46,14.75,22.29,2.07,4.18,,,,,,,,
CSR Kipese,2023-05-01,0.7336,0.4462,1.8495,0.4802,0.5899,0.9916,0.7908,73.69,7.95,18.36,0.26,11.49,43.6,24.89,11.59,3.34,1.92,,,,,,,,
